Variation,visit_id,steps,total_steps,backward_steps
Control,334408399_36383743588_908999,"(0, 0)",0,0
Control,334410692_79334184218_106879,"(6, 1)",6,1
Control,334423853_77478676753_142336,"(6, 1)",6,1
Control,334550102_6364116580_411522,"(8, 2)",8,2
Control,334560483_17024662916_460435,"(6, 1)",6,1
Control,334721793_52197590096_546193,"(5, 1)",5,1
Control,334723679_68648599923_346242,"(4, 1)",4,1
Control,334744844_77192066579_212715,"(3, 1)",3,1
Control,334752451_5844017302_580863,"(4, 0)",4,0
Control,334788228_56473502436_159556,"(1, 0)",1,0
Control,334821424_32692714698_157078,"(4, 0)",4,0
Control,334880997_10343110604_538916,"(4, 0)",4,0
Control,334883386_38231939653_469021,"(0, 0)",0,0
Control,334892414_16635886536_6621,"(7, 2)",7,2
Control,334894870_39012201573_561333,"(8, 1)",8,1
Control,334922315_95169277041_714495,"(6, 2)",6,2
Control,33506762_56441394425_970708,"(4, 0)",4,0
Control,335248062_2039108177_538421,"(0, 0)",0,0
Control,335249290_68917601274_688196,"(4, 0)",4,0
Control,335335352_21895396184_847654,"(0, 0)",0,0
Control,335386462_60200121634_48583,"(4, 0)",4,0
Control,33541237_66159137077_331911,"(3, 0)",3,0
Control,335453040_3847193462_575230,"(4, 0)",4,0
Control,335492148_51666150078_225442,"(4, 0)",4,0
Control,335563269_64532094133_10466,"(3, 0)",3,0
Control,335568352_68148188345_403680,"(1, 0)",1,0
Control,335666647_42980213187_999801,"(1, 0)",1,0
Control,335667245_99576649672_995626,"(4, 0)",4,0
Control,335684128_28187522422_906346,"(1, 0)",1,0
Control,33577334_54241518392_821579,"(3, 0)",3,0
Control,335812926_46243697989_13382,"(4, 0)",4,0
Control,33584545_5766642136_27605,"(4, 1)",4,1
Control,335871583_58739565216_279302,"(4, 0)",4,0
Control,335894684_49229249966_236915,"(4, 0)",4,0
Control,33590542_80847351580_448563,"(4, 0)",4,0
Control,335936087_97054054210_250954,"(4, 0)",4,0
Control,335967230_16839607204_274301,"(0, 0)",0,0
Control,335983220_536359771_662072,"(0, 0)",0,0
Control,336016633_56655653158_925640,"(1, 0)",1,0
Control,336017875_68710758536_919418,"(0, 0)",0,0
Control,336068040_98699592940_755417,"(4, 0)",4,0
Control,336115254_73842712695_726393,"(4, 0)",4,0
Control,336186477_70988034496_787133,"(4, 0)",4,0
Control,336206785_27945801823_301930,"(7, 1)",7,1
Control,336210984_96765783230_861878,"(4, 0)",4,0
Control,336251198_35840761910_612480,"(8, 2)",8,2
Control,336293580_35527183251_797039,"(3, 0)",3,0
Control,336352860_28242185170_340865,"(4, 0)",4,0
Control,336361928_44287003026_52469,"(1, 0)",1,0
Control,336400838_1552526746_312660,"(0, 0)",0,0
Control,336402482_23402625757_459550,"(1, 0)",1,0
Control,336407787_9942901168_304466,"(1, 0)",1,0
Control,33660540_87424340787_625767,"(4, 0)",4,0
Control,336611820_12339189982_664802,"(6, 1)",6,1
Control,336629439_21393153603_932612,"(4, 0)",4,0
Control,336661489_42741612310_441900,"(11, 3)",11,3
Control,336707142_15487300742_724397,"(4, 0)",4,0
Control,336765086_47798230088_943191,"(2, 1)",2,1
Control,336850260_15708917477_31978,"(1, 0)",1,0
Control,336991147_44645197887_936605,"(4, 0)",4,0
Control,336991266_3208815866_411903,"(3, 0)",3,0
Control,336999425_28648726288_369110,"(7, 2)",7,2
Control,337090153_43131209152_683603,"(3, 0)",3,0
Control,337097426_71148936759_862396,"(4, 0)",4,0
Control,337167954_88776666966_759968,"(4, 0)",4,0
Control,337170880_49516414556_735224,"(2, 1)",2,1
Control,33717492_39107501246_849384,"(1, 0)",1,0
Control,337214994_85480661315_539620,"(0, 0)",0,0
Control,337236306_8294321329_714736,"(4, 0)",4,0
Control,337263733_7833832470_712986,"(4, 0)",4,0
Control,337267691_30681969037_921022,"(4, 0)",4,0
Control,337367623_70620020520_967928,"(0, 0)",0,0
Control,337418217_51891974238_662427,"(7, 2)",7,2
Control,337572796_61317710541_531524,"(4, 0)",4,0
Control,337640513_46593822606_610554,"(3, 1)",3,1
Control,337645048_9092041427_711849,"(2, 1)",2,1
Control,337658672_86238166148_230865,"(5, 2)",5,2
Control,337680038_84352043424_881369,"(3, 1)",3,1
Control,337730314_38565854729_157128,"(9, 2)",9,2
Control,337737049_80510921522_28702,"(2, 0)",2,0
Control,337761024_14544677723_163592,"(2, 0)",2,0
Control,337765412_69728970548_775875,"(4, 0)",4,0
Control,337804699_94409508279_220476,"(4, 0)",4,0
Control,337821264_53080872412_79093,"(7, 1)",7,1
Control,337854963_10399563648_671519,"(4, 0)",4,0
Control,33788387_52643069227_101065,"(1, 0)",1,0
Control,337918244_58525189956_895797,"(2, 1)",2,1
Control,337918953_79860359075_168549,"(5, 1)",5,1
Control,33797472_95431593360_708936,"(4, 0)",4,0
Control,33798868_53915022390_888622,"(1, 0)",1,0
Control,338034554_60520616094_680156,"(4, 0)",4,0
Control,338060039_47981710093_379313,"(1, 0)",1,0
Control,338065974_35595752362_735470,"(4, 0)",4,0
Control,338114395_94890144904_565280,"(4, 0)",4,0
Control,338196271_31056880366_881089,"(0, 0)",0,0
Control,338224865_61753457954_928983,"(4, 0)",4,0
Control,338226838_93467225899_390649,"(4, 0)",4,0
Control,338239437_89149638088_888375,"(4, 0)",4,0
Control,33826785_86856139077_409292,"(4, 0)",4,0
Control,338305363_51857838576_916936,"(4, 0)",4,0
Control,338323247_21383544589_837114,"(0, 0)",0,0
Control,338361535_39599104781_380352,"(4, 1)",4,1
Control,338388920_41085128753_445637,"(4, 0)",4,0
Control,338397637_80775662815_132560,"(4, 0)",4,0
Control,338397656_92519480395_80162,"(4, 0)",4,0
Control,338428238_36313612921_459948,"(2, 0)",2,0
Control,338429535_40852187438_976332,"(0, 0)",0,0
Control,338443358_65509529757_498407,"(4, 0)",4,0
Control,338499886_80579470700_664444,"(3, 0)",3,0
Control,338514027_54766440347_836544,"(0, 0)",0,0
Control,338525222_95864123639_640801,"(8, 2)",8,2
Control,338531805_6609500679_116607,"(3, 0)",3,0
Control,338534041_21992235590_120567,"(4, 0)",4,0
Control,338538481_54822317369_115938,"(4, 0)",4,0
Control,338588585_80563912067_403416,"(1, 0)",1,0
Control,338597900_98323018735_953529,"(12, 3)",12,3
Control,338691981_20743947297_390366,"(4, 1)",4,1
Control,338788328_91345412138_856982,"(4, 0)",4,0
Control,338814731_70168436119_743776,"(4, 0)",4,0
Control,338860835_38630823781_880176,"(3, 0)",3,0
Control,338864253_65928744062_752470,"(0, 0)",0,0
Control,338869402_56329215568_250386,"(4, 1)",4,1
Control,338877137_5546522872_59606,"(4, 0)",4,0
Control,338892170_11537648342_87850,"(4, 0)",4,0
Control,338925575_52571314926_779571,"(4, 0)",4,0
Control,338938189_74473573757_86120,"(4, 0)",4,0
Control,339002940_47383998399_120308,"(11, 3)",11,3
Control,33900690_89409055656_646245,"(3, 1)",3,1
Control,339132432_56458242714_69865,"(0, 0)",0,0
Control,339146028_87944597690_861238,"(0, 0)",0,0
Control,33922086_56806637100_288699,"(4, 0)",4,0
Control,339249840_87149197110_807621,"(4, 0)",4,0
Control,339249899_66356856655_529484,"(4, 0)",4,0
Control,339266884_59822895847_603216,"(3, 0)",3,0
Control,339299365_96468550649_786363,"(4, 0)",4,0
Control,339307924_84820977450_774919,"(4, 1)",4,1
Control,339318499_45479698919_501685,"(6, 1)",6,1
Control,339366700_86603645285_933440,"(0, 0)",0,0
Control,339397362_12621700831_790346,"(6, 1)",6,1
Control,339459900_54202505107_806603,"(0, 0)",0,0
Control,339479526_27832258910_314162,"(4, 0)",4,0
Control,339490550_50902451953_326500,"(4, 0)",4,0
Control,339552899_88704100789_88109,"(3, 1)",3,1
Control,339612599_95162352457_453383,"(4, 0)",4,0
Control,33966353_44720089288_335597,"(0, 0)",0,0
Control,339755614_28904978326_103785,"(4, 0)",4,0
Control,339757429_53528073371_515538,"(9, 2)",9,2
Control,339796260_36134322853_707004,"(4, 0)",4,0
Control,33980894_85919905482_911065,"(4, 1)",4,1
Control,339821001_54363670310_248105,"(5, 2)",5,2
Control,339824895_73123393347_159684,"(8, 2)",8,2
Control,339904887_88961217518_575586,"(4, 0)",4,0
Control,339963344_75425976703_59963,"(6, 1)",6,1
Control,339976279_11745971513_903260,"(7, 1)",7,1
Control,340015355_42034679846_322625,"(6, 1)",6,1
Control,34003481_92603631502_298955,"(6, 1)",6,1
Control,340037224_25547205157_354967,"(4, 0)",4,0
Control,340061077_86481797392_384163,"(1, 0)",1,0
Control,3401197_97479457916_229941,"(9, 3)",9,3
Control,340138332_89048561009_919670,"(9, 2)",9,2
Control,340151334_70189814552_671893,"(3, 0)",3,0
Control,340165159_4890567289_770034,"(5, 1)",5,1
Control,34016536_52317051832_333779,"(2, 0)",2,0
Control,340179495_93427481881_1113,"(6, 1)",6,1
Control,340194848_42569801472_5624,"(4, 0)",4,0
Control,340212590_86483920830_713151,"(4, 0)",4,0
Control,34024862_78282538357_927524,"(4, 0)",4,0
Control,34024872_19369170144_627473,"(4, 0)",4,0
Control,34028111_38121839003_381930,"(4, 0)",4,0
Control,340294056_57339731244_369319,"(2, 0)",2,0
Control,340309858_79739017629_290731,"(4, 0)",4,0
Control,340327931_18472670834_633419,"(1, 0)",1,0
Control,340339413_81535407398_259580,"(4, 0)",4,0
Control,340365289_64043130381_179199,"(8, 4)",8,4
Control,340397454_71669544422_820143,"(4, 0)",4,0
Control,340461299_3828737880_460211,"(3, 0)",3,0
Control,340466773_14593665194_503248,"(4, 0)",4,0
Control,340527681_56275201534_60066,"(3, 0)",3,0
Control,34066748_2783186158_108746,"(4, 0)",4,0
Control,340670075_87444747235_500192,"(1, 0)",1,0
Control,340687486_74783612466_975784,"(4, 0)",4,0
Control,340720810_80585227815_531997,"(1, 0)",1,0
Control,340730021_37741617298_620447,"(4, 0)",4,0
Control,340751096_44319087446_297786,"(0, 0)",0,0
Control,340771601_63875416811_884548,"(3, 0)",3,0
Control,340822557_64033783387_936379,"(0, 0)",0,0
Control,34083693_75579598446_195645,"(4, 0)",4,0
Control,340932158_16625433100_879963,"(4, 1)",4,1
Control,340960427_35659711746_743823,"(4, 0)",4,0
Control,340972919_33786143410_573421,"(4, 0)",4,0
Control,341171621_50561035354_792010,"(6, 1)",6,1
Control,341224303_40503792841_454495,"(1, 0)",1,0
Control,341228994_11174308776_698982,"(4, 0)",4,0
Control,34123103_441990652_701422,"(4, 0)",4,0
Control,341394692_98822933627_198225,"(10, 2)",10,2
Control,341470190_1964540007_844432,"(6, 1)",6,1
Control,341515297_91362447304_363107,"(1, 0)",1,0
Control,34153857_15852530271_65364,"(4, 0)",4,0
Control,341544281_41160320803_732160,"(1, 0)",1,0
Control,341544373_26344536005_191799,"(10, 5)",10,5
Control,34155902_48211059483_46372,"(10, 2)",10,2
Control,341612792_22176177838_247182,"(3, 1)",3,1
Control,341624052_94948462069_909219,"(1, 0)",1,0
Control,341632291_36077670389_556960,"(0, 0)",0,0
Control,341679703_13973725446_939884,"(4, 0)",4,0
Control,341782764_7603672710_100621,"(4, 0)",4,0
Control,341796774_36962419926_216073,"(4, 0)",4,0
Control,34180888_21502782236_461815,"(4, 0)",4,0
Control,341841325_98604248812_833553,"(4, 0)",4,0
Control,341867008_72237627856_254153,"(2, 0)",2,0
Control,341944013_51436205459_569119,"(2, 0)",2,0
Control,341983486_64495440041_177753,"(4, 0)",4,0
Control,342006547_96866781202_231619,"(4, 0)",4,0
Control,342044792_34876653828_833116,"(4, 0)",4,0
Control,34211287_49324157109_143069,"(2, 0)",2,0
Control,342123760_35489807486_113704,"(3, 0)",3,0
Control,342178149_20597245339_60163,"(4, 0)",4,0
Control,342228131_55279244686_239637,"(4, 0)",4,0
Control,342230623_94721332056_162181,"(4, 0)",4,0
Control,342265606_13186976646_580624,"(6, 1)",6,1
Control,342274845_29211008063_544395,"(4, 0)",4,0
Control,342289951_92877783575_642522,"(4, 0)",4,0
Control,342299524_40101376388_182256,"(4, 0)",4,0
Control,34233299_13811822370_428161,"(0, 0)",0,0
Control,342335426_4735010936_223271,"(4, 0)",4,0
Control,342377391_84780936558_525432,"(2, 0)",2,0
Control,342378838_30647376384_110552,"(4, 0)",4,0
Control,342414912_88217382338_979838,"(4, 0)",4,0
Control,342423216_9055674217_132036,"(6, 2)",6,2
Control,342469072_48951308568_850110,"(4, 0)",4,0
Control,342477023_77169231423_490237,"(3, 1)",3,1
Control,342481813_45859739649_96261,"(1, 0)",1,0
Control,342546314_25011397274_614140,"(4, 0)",4,0
Control,342596630_71260380624_351717,"(4, 0)",4,0
Control,342600893_76105424471_159519,"(3, 0)",3,0
Control,342617402_48970586828_574046,"(4, 0)",4,0
Control,342724339_16089126701_967596,"(4, 0)",4,0
Control,342730618_80118205566_450536,"(4, 0)",4,0
Control,342762627_91201487961_39782,"(4, 0)",4,0
Control,342809226_9007796830_567553,"(3, 0)",3,0
Control,342848491_12233037727_546531,"(0, 0)",0,0
Control,342863526_382621554_711846,"(4, 0)",4,0
Control,342912815_48150491484_910193,"(2, 1)",2,1
Control,342955065_35122298138_927405,"(0, 0)",0,0
Control,34297782_81961979283_508859,"(2, 0)",2,0
Control,343041221_67392355966_331194,"(2, 0)",2,0
Control,343051400_36746533379_196330,"(2, 0)",2,0
Control,343123049_15929237017_983925,"(1, 0)",1,0
Control,343132053_48905037294_699177,"(4, 0)",4,0
Control,343142572_95475235205_453720,"(6, 1)",6,1
Control,343151035_19100299030_989964,"(4, 1)",4,1
Control,343185288_73172911654_377845,"(4, 0)",4,0
Control,343251732_43586191911_360800,"(4, 0)",4,0
Control,343296231_69123982138_118598,"(4, 0)",4,0
Control,343297402_79266812801_901790,"(0, 0)",0,0
Control,343313283_68601582716_532120,"(4, 0)",4,0
Control,34333470_73822194395_134607,"(4, 0)",4,0
Control,343364698_16290832221_898468,"(4, 0)",4,0
Control,343375856_45849569556_727769,"(4, 0)",4,0
Control,343396733_46435655813_338669,"(6, 2)",6,2
Control,343408408_50272962988_166851,"(3, 0)",3,0
Control,343488553_84659776520_491496,"(4, 0)",4,0
Control,343565586_50376833592_711629,"(6, 1)",6,1
Control,34359968_12698596982_310097,"(4, 0)",4,0
Control,343613561_21919083553_104228,"(4, 0)",4,0
Control,34364045_58531471515_87299,"(0, 0)",0,0
Control,343767263_18718326229_484839,"(4, 0)",4,0
Control,343774998_6572739453_744628,"(4, 0)",4,0
Control,343783783_77805700558_934162,"(4, 0)",4,0
Control,34378991_76356497155_552135,"(4, 0)",4,0
Control,343792249_12596566652_295243,"(4, 0)",4,0
Control,343933193_26895401551_943987,"(4, 0)",4,0
Control,343934655_6838224916_548630,"(0, 0)",0,0
Control,343935257_34570929037_682800,"(2, 0)",2,0
Control,34393826_35602041293_931583,"(4, 0)",4,0
Control,343952617_7009825697_429048,"(4, 0)",4,0
Control,344018762_51066637314_320606,"(4, 0)",4,0
Control,344063575_69340244427_121674,"(3, 0)",3,0
Control,34410959_56950667935_733085,"(3, 0)",3,0
Control,344147082_64362676926_425658,"(4, 0)",4,0
Control,344174249_33131673709_403221,"(0, 0)",0,0
Control,344176465_55215970293_922473,"(6, 1)",6,1
Control,344185764_5014806773_433174,"(4, 0)",4,0
Control,344194504_77887903380_542243,"(4, 0)",4,0
Control,344252262_33512081489_703079,"(4, 0)",4,0
Control,344288810_42574472633_420569,"(4, 0)",4,0
Control,344300724_281552216_286942,"(4, 0)",4,0
Control,344309890_35623878703_950719,"(0, 0)",0,0
Control,344339223_95500087190_303505,"(4, 0)",4,0
Control,344341117_13590361833_649463,"(4, 0)",4,0
Control,34440946_85171107015_106978,"(0, 0)",0,0
Control,344482382_11031986294_633577,"(1, 0)",1,0
Control,344485930_38362629201_628753,"(4, 0)",4,0
Control,344502940_68939989943_913101,"(6, 2)",6,2
Control,34457313_91260290322_38750,"(4, 0)",4,0
Control,344690060_96510235043_352201,"(4, 0)",4,0
Control,344701753_15311468464_374451,"(4, 0)",4,0
Control,344709874_67873752043_469916,"(8, 4)",8,4
Control,344736357_81368781528_477128,"(2, 0)",2,0
Control,344772063_53075612797_706542,"(4, 0)",4,0
Control,344791789_41541737192_953256,"(4, 0)",4,0
Control,344845306_55010904802_641778,"(4, 0)",4,0
Control,344845367_87535183189_36731,"(6, 1)",6,1
Control,345004318_90554815032_955960,"(2, 0)",2,0
Control,345028112_9556372810_379858,"(4, 0)",4,0
Control,345037070_72563656793_188884,"(1, 0)",1,0
Control,345043412_11937784682_906459,"(2, 0)",2,0
Control,345068366_95694291192_809890,"(1, 0)",1,0
Control,345139238_88203486552_61940,"(0, 0)",0,0
Control,345190726_18963285026_468012,"(4, 0)",4,0
Control,345199575_71214890671_767320,"(6, 1)",6,1
Control,345208278_60721760650_877544,"(6, 1)",6,1
Control,345254358_73845873649_17416,"(4, 1)",4,1
Control,345260030_19048051846_437499,"(4, 0)",4,0
Control,345269099_90735743763_250361,"(0, 0)",0,0
Control,345313798_76245257074_164621,"(2, 1)",2,1
Control,345372294_88236000042_760893,"(0, 0)",0,0
Control,345416314_46877190723_859567,"(0, 0)",0,0
Control,345434551_94083757750_77434,"(4, 0)",4,0
Control,34544013_69096946952_355036,"(2, 1)",2,1
Control,345451988_44377200415_887111,"(4, 0)",4,0
Control,345491591_29028164252_545726,"(11, 3)",11,3
Control,345511716_28911276480_102579,"(0, 0)",0,0
Control,345548100_56321940897_40792,"(4, 0)",4,0
Control,345653188_8457418654_425112,"(1, 0)",1,0
Control,345755921_22064935536_783624,"(1, 0)",1,0
Control,345807450_87465842164_626376,"(4, 0)",4,0
Control,345826399_14500687356_558049,"(9, 2)",9,2
Control,345836525_96683507932_927946,"(4, 0)",4,0
Control,345890815_60106923592_761615,"(4, 0)",4,0
Control,345898266_5329297144_266723,"(4, 0)",4,0
Control,345900734_4238811681_489727,"(1, 0)",1,0
Control,345904041_23864838518_582114,"(1, 0)",1,0
Control,345908355_216000121_239873,"(6, 1)",6,1
Control,34594240_32262559844_724946,"(1, 0)",1,0
Control,345951045_88499172392_325085,"(0, 0)",0,0
Control,345952736_29853331000_200174,"(4, 1)",4,1
Control,346041436_70597496259_165844,"(4, 0)",4,0
Control,346080225_71678098908_961737,"(4, 0)",4,0
Control,346115662_99807110774_988643,"(9, 4)",9,4
Control,346152455_36523528287_740840,"(6, 1)",6,1
Control,346241899_98693495611_798724,"(3, 0)",3,0
Control,34630005_71887321117_566571,"(1, 0)",1,0
Control,34630742_53773907280_282242,"(3, 0)",3,0
Control,346307543_93384238047_219632,"(4, 0)",4,0
Control,346328376_95025373632_49499,"(1, 0)",1,0
Control,34635238_78031354131_927734,"(4, 0)",4,0
Control,346462984_61261898810_975820,"(2, 0)",2,0
Control,346532800_35764646433_629887,"(0, 0)",0,0
Control,34657412_46535842572_283513,"(7, 1)",7,1
Control,34664483_61529593129_329026,"(10, 2)",10,2
Control,34667162_1046087520_431391,"(14, 5)",14,5
Control,346696835_22910155750_258883,"(4, 0)",4,0
Control,346704744_13381461963_69092,"(4, 0)",4,0
Control,346717860_59119194856_445183,"(3, 0)",3,0
Control,346774177_90215613516_336288,"(6, 1)",6,1
Control,346815839_49285279826_619199,"(4, 0)",4,0
Control,346909943_73002025862_113619,"(0, 0)",0,0
Control,34692585_92850475096_990734,"(0, 0)",0,0
Control,34700916_69191254296_150476,"(4, 0)",4,0
Control,347029807_81549625853_316965,"(4, 0)",4,0
Control,347070686_67057520370_626671,"(4, 0)",4,0
Control,347083307_26576414866_871836,"(4, 0)",4,0
Control,347105618_26019922003_358768,"(6, 1)",6,1
Control,347124006_32145212151_843335,"(2, 1)",2,1
Control,347153940_5786976598_261135,"(2, 0)",2,0
Control,347165139_59273236712_777648,"(4, 0)",4,0
Control,347177103_91310015229_94808,"(1, 0)",1,0
Control,347244621_24874756042_593540,"(4, 0)",4,0
Control,347387482_11608274605_638437,"(7, 1)",7,1
Control,347388018_21478390444_795274,"(4, 0)",4,0
Control,347444627_41781175040_668981,"(4, 0)",4,0
Control,347488965_28623655597_667718,"(5, 2)",5,2
Control,347497221_75599348919_384403,"(4, 0)",4,0
Control,347501644_86697596994_573305,"(4, 0)",4,0
Control,347515616_69207048626_363426,"(0, 0)",0,0
Control,347521035_69339930227_743041,"(6, 1)",6,1
Control,347523088_58462363859_984207,"(4, 0)",4,0
Control,347524590_36000847627_80092,"(4, 0)",4,0
Control,347550785_71187544728_594777,"(3, 0)",3,0
Control,347562418_26131952270_999681,"(2, 0)",2,0
Control,347623352_37447353515_242657,"(1, 0)",1,0
Control,347694324_37255275005_184637,"(1, 0)",1,0
Control,347709699_10465661208_201411,"(6, 1)",6,1
Control,347715033_15443919509_866004,"(4, 0)",4,0
Control,347792305_72083135188_390541,"(4, 0)",4,0
Control,347842812_24895778229_164317,"(6, 1)",6,1
Control,347975047_26085543487_579133,"(4, 0)",4,0
Control,347996269_54410626403_737211,"(7, 1)",7,1
